SSIM (precise)_YYUV
container_cif_h264_300_20.yuv
Video.yuv
AVG: 0.78272
0.82702
0.82893
0.82791
0.82645
0.82769
0.82850
0.82173
0.82265
0.82233
0.82026
0.81630
0.81452
0.81386
0.81834
0.81869
0.81656
0.82273
0.81974
0.81743
0.81810
0.79322
0.79804
0.79603
0.79410
0.78952
0.78702
0.78602
0.78139
0.77782
0.77595
0.77263
0.76858
0.76710
0.77483
0.77712
0.77428
0.78427
0.78067
0.77753
0.77788
0.76660
0.77443
0.77278
0.76841
0.77844
0.77396
0.77021
0.77550
0.77056
0.76800
0.77274
0.76778
0.76553
0.77601
0.77699
0.77256
0.78284
0.78110
0.77750
0.77837
0.75797
0.76572
0.76736
0.76240
0.77601
0.77046
0.76625
0.76894
0.76743
0.77579
0.78034
0.77744
0.77361
0.78032
0.78178
0.79092
0.80111
0.79891
0.79757
0.79823
0.75496
0.76270
0.76371
0.75919
0.77319
0.76975
0.76565
0.77610
0.77056
0.76668
0.77162
0.76911
0.76726
0.77593
0.77604
0.77245
0.78110
0.77848
0.77588
0.77655
0.75398
0.75986
0.72893
0.75654
0.75921
0.75853
0.75802
0.77311
0.76815
0.76534
0.77863
0.77419
0.77177
0.78205
0.78250
0.77833
0.78935
0.78502
0.78218
0.78371
0.75444
0.76237
0.76384
0.75778
0.76933
0.76697
0.76375
0.76800
0.76504
0.77524
0.78163
0.78086
0.77822
0.79262
0.79085
0.78720
0.79697
0.79367
0.79151
0.79143
0.75589
0.76576
0.76512
0.76039
0.77069
0.77018
0.76709
0.77873
0.77478
0.77122
0.77432
0.77348
0.78272
0.78996
0.78553
0.78408
0.79682
0.79394
0.79121
0.79156
0.75622
0.76440
0.76453
0.75927
0.77248
0.76866
0.76404
0.77889
0.77506
0.77233
0.78065
0.77792
0.77387
0.77995
0.77863
0.77629
0.78219
0.78191
0.77783
0.77831
0.75589
0.76276
0.76577
0.76066
0.77554
0.77234
0.76869
0.78191
0.77956
0.77515
0.77961
0.77862
0.77353
0.78263
0.77962
0.77654
0.78680
0.78563
0.77958
0.77950
0.75725
0.76524
0.76598
0.76109
0.76923
0.76624
0.77948
0.78620
0.78469
0.78181
0.79514
0.79387
0.78902
0.79958
0.79867
0.79477
0.80123
0.79870
0.79391
0.79546
0.80093
0.80703
0.80813
0.80497
0.81639
0.81042
0.80565
0.80903
0.80657
0.80302
0.80657
0.80150
0.79649
0.80159
0.80102
0.80317
0.80790
0.80787
0.80964
0.80651
0.75695
0.76235
0.76414
0.75931
0.77401
0.77193
0.76722
0.77363
0.76906
0.76817
0.77554
0.77000
0.76763
0.77277
0.77447
0.77682
0.78552
0.78166
0.78415
0.78160
0.78360
0.78699
0.79029
0.78809
0.80409
0.80245
0.80074
0.80695
0.80321
0.80097
0.80477
0.80075
0.79840
0.80195
0.80395
0.80293
0.80678
0.80575
0.80570
0.80601
